9.76	8.00	40	7	8.5
6.52	8.20	20	4	8.5
9.86	9.64	40	8	10
3.07	8.0		30	5	6
8.53	9.02	25	6	8
9.87	9.82	25	10	10
9.73	9.20	40	8	9.5
9.03	9.50	25	6	9.5
8.23	9.12	30	5	8
9.33	8.40	25	5	10
9.83	9.36	30	8	10
9.03	8.90	40	8	10
5.78	8.33	30	4	7
9.20	9.05	40	8	8
9.20	9.10	30	5	8.5
9.00	8.20	30	6.5	9
9.90	9.5		30	8	10
9.53	8.96	25	4	9
