1.000000	0.992465	0.000000	1.000000	0.905313	0.000000	0.000000	0.000000	0.894684	0.000000	0.000000	
0.000000	1.000000	0.000000	0.942134	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.995186	1.000000	0.000000	0.000000	0.000000	0.995186	0.000000	0.000000	
0.889082	1.000000	0.889082	0.995186	1.000000	1.000000	0.889082	1.000000	0.995186	1.000000	0.995186	
1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.981837	1.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.995186	1.000000	0.000000	0.000000	1.000000	0.995186	0.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	0.636651	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
0.000000	1.000000	0.000000	0.995186	0.947826	0.000000	0.000000	0.896810	0.932384	1.000000	0.000000	
0.942134	1.000000	0.926097	1.000000	1.000000	0.000000	0.942134	0.998842	1.000000	1.000000	1.000000	
