14921	1099	166	729	25.69	4429	32.93
11074	1521	288	1246	28.06	5485	49.33
14058	1638	282	857	40.45	6904	64.75
16960	1604	337	1048	48.96	8176	54.02
12156	1364	242	1188	32.71	5350	47.75
8150	2938	327	788	30.26	7279	94.96
16475	2417	188	1066	34.72	6515	60.75
19702	3329	170	738	66.07	5853	69.23
18666	3092	233	797	34.68	6264	54.86
23615	2499	263	1454	71.11	8181	69.23
14012	3272	101	858	21.71	6793	56.21
