8	8.82	4	9.68	0	9.36	3.75
8	10	8.46	9.84	8.81	8.64	8
8	10	10	9.84	8.81	7.27	7.51
4	6.94	8.46	8.38	5.19	10	6
8	9.18	10	9	10	10	8
7.5	8.29	9.07	9.47	9.19	10	8
7	9.41	10	10	10	10	10
7.5	9.41	10	9.84	10	10	10
8	9.41	5.37	9.68	9.19	8	9.75
8	8	9	8.54	6.38	8.64	6
8	10	10	10	8.81	8	8
6	8	8.77	7.84	7.19	8.64	6
